Company Name,Company url,ROP,Title,TN,Meta,MN,LVTN,LVDN,Links,Word,DCNAIH,RatioWL,RV
salesforce,https://twitter.com sales...,2,2,2,2,2,24,24,0,0,1,0,0
sam's club,https://en.wikipedia.org,2,1,0.5,0,0,14,23,279,1225,1,4.390681004,0
samsung,https://news.samsung.com,2,1,1,1,1,50,17,70,0,1,0,1
samsung electronics,https://www.samsung.com,2,0,0,0,0,32,20,327,0,0,0,1
sanofi,https://en.wikipedia.org,2,1,1,2,2,13,21,279,1225,1,4.390681004,0
sap,https://www.linkedin.com,2,1,1,1,1,14,23,108,543,1,5.027777778,0
sas,https://www.sas.com en...,2,1,1,2,2,58,22,0,0,1,0,1
sasol,https://en.wikipedia.org,2,1,1,2,2,13,21,279,1225,1,4.390681004,0
saudi aramco,https://en.wikipedia.org,2,1,0.5,2,1,14,21,279,1225,1,4.390681004,0
scania,https://en.wikipedia.org,2,1,1,1,1,16,20,279,1225,1,4.390681004,0
schlumberger,https://en.wikipedia.org,2,1,1,4,4,13,21,279,1225,1,4.390681004,0
schneider electric,https://en.wikipedia.org,2,1,0.5,2,1,14,21,279,1225,1,4.390681004,0
school,https://www.dictionary.com,2,2,2,2,2,42,22,85,480,1,5.647058824,1
scotiabank,https://en.wikipedia.org,2,1,1,1,1,13,21,279,1225,1,4.390681004,0
sct ltd co.,https://www.sctlimited.net,2,0,0,0,0,12,21,14,300,0,21.42857143,1
sears holdings corporation,https://searsholdingsindia.in,2,0,0,1,0.3333333333,12,18,0,11,1,0,1
secretaría de educación pública,http://educacionbasica.sep.gob.mx,2,0,0,0,0,8,30,0,0,0,0,1
sena,https://www.sena.com,2,1,1,1,1,50,16,104,1055,1,10.14423077,1
sephora,https://sephora.nnnow.com,2,1,1,4,4,49,18,282,102,1,0.3617021277,1
serco,https://en.wikipedia.org,2,1,1,2,2,13,21,279,1225,1,4.390681004,0
sgs,https://www.sgs.com sg...,2,2,2,2,2,18,22,0,0,1,0,1
shell,https://www.shell.com,2,1,1,1,1,17,16,521,2749,1,5.276391555,1
sherwin williams,https://www.sherwin-williams.ca,2,0,0,0,0,42,16,18,269,0,14.94444444,1
siemens,https://hi.wikipedia.org wiki सीमेंस_एजी,2,0,0,1,1,23,37,0,0,1,0,0
siemens healthcare,https://en.wikipedia.org,2,0,0,1,0.5,18,19,279,1225,1,4.390681004,0
sitel,https://www.linkedin.com,2,1,1,1,1,12,21,108,543,1,5.027777778,0
skanska,https://group.skanska.com,2,1,1,1,1,1,18,162,0,1,0,1
sky,https://news.sky.com,2,1,1,1,1,56,17,133,1364,1,10.2556391,1
sncf,https://www.sncf.com,2,1,1,3,3,52,16,49,616,1,12.57142857,1
social security administration,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,15,25,279,1225,1,4.390681004,0
société générale,https://www.societegenerale.com,2,0,0,0,0,12,21,0,687,0,0,1
sodexo,https://in.sodexo.com,2,1,1,2,2,13,15,105,562,1,5.352380952,1
solvay,https://www.solvayindia.in,2,1,1,1,1,53,20,25,170,1,6.8,1
sonatrach,https://sonatrach.com,2,1,1,2,2,33,12,0,7,1,0,1
sony,https://www.sony.net,2,1,1,2,2,27,16,14,0,1,0,1
sopra steria,https://www.linkedin.com,2,1,0.5,2,1,13,21,108,543,1,5.027777778,0
southwest airlines,https://en.wikipedia.org,2,1,0.5,1,0.5,14,21,279,1225,1,4.390681004,0
sprint,https://www.sprint.com,2,0,0,5,5,25,16,0,12,1,0,1
standard bank group,https://en.wikipedia.org,2,0,0,0,0,12,21,279,1225,0,4.390681004,0
standard chartered bank,https://www.sc.com,2,0,0,0,0,36,22,0,17,0,0,1
stanford university,https://hi.wikipedia.org wiki स्टैनफोर्ड_विश...,2,0,0,1,0.5,23,42,0,0,1,0,0
stantec,https://ca.linkedin.com,2,1,1,2,2,12,18,108,543,1,5.027777778,0
staples,https://www.staples.com,2,1,1,1,1,33,16,90,876,1,9.733333333,1
starbucks,https://www.starbucks.com,2,1,1,3,3,16,16,58,383,1,6.603448276,1
"starwood hotels & resorts worldwide, inc.",https://www.marriott.com,2,0,0,0,0,49,36,124,0,0,0,1
state bank of india,https://sbi.co.in,2,0,0,0,0,19,16,0,17,0,0,1
state farm,https://en.wikipedia.org,2,1,0.5,1,0.5,14,20,279,1225,1,4.390681004,0
state of california,https://en.wikipedia.org wiki California,2,0,0,0,0,17,27,0,0,0,0,0
state street,https://careers.statestreet.com,2,2,1,0,0,32,21,20,430,1,21.5,1
statoil,https://en.wikipedia.org,2,0,0,2,2,17,21,279,1225,1,4.390681004,0
stay at home mom,https://www.verywellfamily.com,2,0,0,0,0,32,25,152,1026,0,6.75,1
stmicroelectronics,https://en.wikipedia.org,2,1,1,1,1,15,21,279,1225,1,4.390681004,0
stryker,https://www.linkedin.com,2,1,1,1,1,12,21,108,543,1,5.027777778,0
subway,https://hi.wikipedia.org wiki सबवे_(रेस्तरां),2,0,0,0,0,28,42,0,0,0,0,0
sun life financial,https://www.sunlife.ca,2,0,0,0,0,41,20,199,1894,0,9.51758794,1
suntrust bank,https://en.wikipedia.org,2,1,0.5,2,1,16,21,279,1225,1,4.390681004,0
sutherland global services,http://jobs.sutherlandglobal.com,2,1,0.3333333333,0,0,31,21,51,339,1,6.647058824,1
sutter health,https://www.linkedin.com,2,1,0.5,1,0.5,13,22,108,543,1,5.027777778,0
symantec,https://www.broadcom.com,2,1,1,1,1,33,21,0,0,1,0,1
syngenta,https://www.syngenta.com,2,1,1,0,0,10,16,195,1254,1,6.430769231,1
syntel,https://www.atos-syntel.net,2,1,1,1,1,10,21,106,1087,1,10.25471698,1
t-mobile,https://en.wikipedia.org,2,1,1,2,2,17,21,279,1225,1,4.390681004,0
t-systems,https://en.wikipedia.org,2,1,1,1,1,14,21,279,1225,1,4.390681004,0
target,https://www.target.com.au,2,2,2,1,1,34,19,342,0,1,0,1
tata consultancy services,https://hi.wikipedia.org wiki,2,0,0,0,0,23,27,0,0,0,0,0
tata motors,https://hi.wikipedia.org wiki,2,0,0,1,0.5,23,26,0,0,1,0,0
tata steel,https://www.tatasteeleurope.com,2,1,0.5,1,0.5,26,23,323,1535,1,4.752321981,1
td,https://www.td.com,2,1,1,2,2,49,16,131,751,1,5.732824427,1
te connectivity,https://www.te.com,2,1,0.5,1,0.5,47,16,421,0,1,0,1
tech mahindra - Buscar con Google,https://www.occ.com.mx,2,0,0,0,0,37,29,1,0,0,0,1
technip,https://www.technipfmc.com,2,1,1,1,1,18,19,100,706,1,7.06,1
teksystems,https://www.teksystems.com,2,1,1,0,0,12,16,60,0,1,0,1
telecom italia,https://en.wikipedia.org,2,0,0,3,1.5,17,19,279,1225,1,4.390681004,0
telefónica,https://www.telefonica.com,2,0,0,1,1,2,17,300,1670,1,5.566666667,1
telenor,https://en.wikipedia.org,2,1,1,1,1,13,19,279,1225,1,4.390681004,0
teleperformance,https://www.teleperformance.com,2,1,1,1,1,34,16,105,56,1,0.5333333333,1
telstra,https://en.wikipedia.org,2,1,1,1,1,13,21,279,1225,1,4.390681004,0
telus,https://www.telusinternational.com,2,1,1,1,1,54,29,57,634,1,11.12280702,1
tencent,https://www.tencent.com,2,2,2,1,1,13,16,0,0,1,0,1
tesco plc,https://www.tesco.com,2,0,0,0,0,51,16,101,0,0,0,1
tesla,https://www.tesla.com,2,1,1,0,0,11,16,14,139,1,9.928571429,1
tetra pak,https://en.wikipedia.org,2,1,0.5,1,0.5,14,20,279,1225,1,4.390681004,0
teva pharmaceuticals,https://www.tevausa.com,2,0,0,0,0,16,20,55,625,0,11.36363636,1
texas a&m university,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,16,21,279,1225,1,4.390681004,0
texas instruments,https://hi.wikipedia.org wiki टेक्सस_इंस्ट्रु...,2,0,0,1,0.5,20,43,0,0,1,0,0
thales,http://www.thalesgroup.com,2,1,1,1,1,31,20,105,115,1,1.095238095,1
the boston consulting group (bcg),https://en.wikipedia.org,2,0,0,0,0,18,28,279,1225,0,4.390681004,0
the coca-cola company,https://en.wikipedia.org,2,1,0.3333333333,2,0.6666666667,16,22,279,1225,1,4.390681004,0
the dow chemical company,https://en.wikipedia.org,2,0,0,1,0.25,19,23,279,1225,1,4.390681004,0
the goodyear tire & rubber company,https://www.goodyear.com,2,0,0,1,0.1666666667,23,29,387,1887,1,4.875968992,1
the hartford,https://www.linkedin.com,2,1,0.5,1,0.5,13,22,108,543,1,5.027777778,0
the home depot,https://en.wikipedia.org,2,1,0.3333333333,3,1,15,20,279,1225,1,4.390681004,0
the janssen pharmaceutical companies of johnson & johnson,https://en.wikipedia.org,2,0,0,0,0,34,50,279,1225,0,4.390681004,0
the ohio state university,https://en.wikipedia.org,2,0,0,1,0.25,19,24,279,1225,1,4.390681004,0
the salvation army,https://www.salvationarmyusa.org,2,1,0.3333333333,1,0.3333333333,7,19,46,755,1,16.41304348,1
the university of texas at austin,https://en.wikipedia.org,2,0,0,1,0.1666666667,19,30,279,1225,1,4.390681004,0
the walt disney company,https://thewaltdisneycompany.com,2,0,0,1,0.25,50,15,39,295,1,7.564102564,1
the world bank,https://data.worldbank.org,2,0,0,1,0.3333333333,23,17,69,509,1,7.376811594,1
thermo fisher scientific,https://www.thermofisher.com,2,1,0.3333333333,1,0.3333333333,8,23,225,613,1,2.724444444,1
thomson reuters,https://tax.thomsonreuters.com,2,1,0.5,1,0.5,41,17,84,619,1,7.369047619,1
time warner cable,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,15,20,279,1225,1,4.390681004,0
tnt,https://www.tnt.com site,2,2,2,1,1,59,21,0,0,1,0,1
total,https://www.total.com,2,2,2,1,1,35,16,139,0,1,0,1
toyota,https://www.toyotabharat.com,2,1,1,3,3,26,22,25,119,1,4.76,1
travelers,https://www.imdb.com,2,1,1,0,0,30,19,147,633,1,4.306122449,1
trw,en.wikipedia.org wiki,2,1,1,1,1,20,19,0,0,1,0,0
u.s. bank,https://www.linkedin.com,2,1,0.5,1,0.5,14,21,108,543,1,5.027777778,0
u.s. coast guard,https://en.wikipedia.org,2,0,0,0,0,27,21,279,1225,0,4.390681004,0
u.s. department of state,https://en.wikipedia.org,2,0,0,0,0,27,24,279,1225,0,4.390681004,0
uber,https://play.google.com,2,1,1,1,1,40,22,0,15280,1,0,0
ubs,https://en.wikipedia.org,2,1,1,2,2,15,23,279,1225,1,4.390681004,0
uc berkeley,https://en.wikipedia.org,2,0,0,1,0.5,38,21,279,1225,1,4.390681004,0
ucla,https://en.wikipedia.org,2,0,0,5,5,47,23,279,1225,1,4.390681004,0
undp,http://www.hdr.undp.org,2,1,1,1,1,46,19,19,0,1,0,1
unicef,https://www.unicef.org,2,2,2,1,1,27,16,55,536,1,9.745454545,1
unicredit,https://www.unicreditgroup.eu,2,1,1,1,1,8,20,101,0,1,0,1
unilever,https://www.unilever.com,2,1,1,1,1,37,16,123,0,1,0,1
unisys,https://www.unisys.co.in,2,1,1,1,1,52,18,142,71,1,0.5,1
united airlines,https://hi.wikipedia.org wiki यूनाइटेड_एयरलाइ...,2,0,0,0,0,29,42,0,0,0,0,0
united nations,https://www.un.org,2,1,0.5,0,0,17,17,12,181,1,15.08333333,1
united states air force,https://en.wikipedia.org,2,0,0,0,0,33,22,279,1225,0,4.390681004,0
united states army reserve,https://www.usar.army.mil,2,0,0,0,0,20,23,215,1291,0,6.004651163,1
united states department of defense,https://en.wikipedia.org,2,1,0.2,1,0.2,16,30,279,1225,1,4.390681004,0
united states marine corps,https://www.marines.mil,2,0,0,2,0.5,16,19,121,246,1,2.033057851,1
united states postal service,https://en.wikipedia.org,2,1,0.25,1,0.25,16,25,279,1225,1,4.390681004,0
unitedhealth group,https://en.wikipedia.org,2,1,0.5,1,0.5,15,22,279,1225,1,4.390681004,0
university of florida,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,14,22,279,1225,1,4.390681004,0
university of illinois at urbana-champaign,https://en.wikipedia.org,2,0,0,0,0,19,36,279,1225,0,4.390681004,0
university of maryland,https://www.umaryland.edu,2,1,0.3333333333,1,0.3333333333,27,18,241,1611,1,6.684647303,1
university of michigan,https://www.engin.umich.edu,2,1,0.3333333333,0,0,25,23,106,0,1,0,1
university of minnesota,https://www.d.umn.edu,2,1,0.3333333333,1,0.3333333333,9,21,30,308,1,10.26666667,1
university of pennsylvania,https://hi.wikipedia.org wiki पेन्सिल्वेनिय...,2,0,0,0,0,27,41,0,0,0,0,0
university of phoenix,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,14,23,279,1225,1,4.390681004,0
university of southern california,https://studyabroad.shiksha.com,2,1,0.25,2,0.5,25,31,311,1824,1,5.864951768,0
university of toronto,https://studyabroad.shiksha.com,2,1,0.3333333333,0,0,36,27,311,1824,1,5.864951768,0
university of washington,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,14,23,279,1225,1,4.390681004,0
university of wisconsin-madison,https://en.wikipedia.org,2,0,0,0,0,16,26,279,1225,0,4.390681004,0
upmc,https://www.upmchealthplan.com,2,1,1,1,1,40,26,95,1295,1,13.63157895,1
ups,https://www.ups.com Home,2,1,1,1,1,56,21,0,0,1,0,1
upwork,https://www.linkedin.com,2,1,1,1,1,12,21,108,543,1,5.027777778,0
us army,https://en.wikipedia.org,2,0,0,2,1,25,22,279,1225,1,4.390681004,0
us army corps of engineers,https://en.wikipedia.org,2,0,0,0,0,27,23,279,1225,0,4.390681004,0
us department of homeland security,https://en.wikipedia.org,2,0,0,0,0,27,28,279,1225,0,4.390681004,0
us forest service,https://en.wikipedia.org,2,0,0,0,0,26,22,279,1225,0,4.390681004,0
us government,https://en.wikipedia.org,2,0,0,0,0,40,22,279,1225,0,4.390681004,0
us navy,https://www.navy.mil,2,0,0,0,0,5,15,76,495,0,6.513157895,1
usaa,https://en.wikipedia.org,2,1,1,2,2,15,22,279,1225,1,4.390681004,0
vale,http://www.vale.com,2,2,2,1,1,18,15,12,3,1,0.25,1
valeo,https://www.valeoservice.com,2,1,1,1,1,32,23,117,708,1,6.051282051,1
vanguard,https://www.vanguardinvestor.co.uk,2,1,1,2,2,49,26,0,11,1,0,1
veolia,https://www.veolia.in,2,1,1,4,4,7,15,124,0,1,0,1
verbum traducción y edición,https://in.linkedin.com,2,1,0.25,1,0.25,29,23,108,544,1,5.037037037,0
verizon,https://en.wikipedia.org,2,1,1,3,3,28,21,279,1225,1,4.390681004,0
verizon wireless,en.wikipedia.org wiki,2,0,0,2,1,26,18,0,0,1,0,0
victoria's secret,https://en.wikipedia.org,2,1,0.5,1,0.5,14,23,279,1225,1,4.390681004,0
visa,https://indianvisaonline.gov.in,2,2,2,2,2,23,27,13,1779,1,136.8461538,1
vmware,https://en.wikipedia.org,2,1,1,2,2,14,21,279,1225,1,4.390681004,0
vodafone,https://en.wikipedia.org wiki Vo...,2,1,1,5,5,13,32,0,0,1,0,0
volvo car group,https://group.volvocars.com,2,1,0.3333333333,0,0,21,20,51,0,1,0,1
walgreens,https://www.walgreensbootsalliance.com,2,1,1,1,1,22,29,64,1101,1,17.203125,1
walmart,http://www.wal-martindia.in,2,1,1,3,3,7,20,22,503,1,22.86363636,1
walt disney world,https://en.wikipedia.org,2,1,0.3333333333,2,0.6666666667,15,21,279,1225,1,4.390681004,0
waste management,https://www.wm.com,2,1,0.5,1,0.5,30,17,0,17,1,0,1
weatherford,https://ie.linkedin.com,2,1,1,2,2,12,21,108,544,1,5.037037037,0
wells fargo,https://en.wikipedia.org,2,1,0.5,4,2,14,21,279,1225,1,4.390681004,0
wells fargo advisors,https://www.wellsfargo.com,2,0,0,0,0,44,21,136,978,0,7.191176471,1
wells fargo home mortgage,https://www.wellsfargo.com,2,0,0,0,0,41,24,136,978,0,7.191176471,1
westpac,https://en.wikipedia.org,2,1,1,5,5,13,21,279,1225,1,4.390681004,0
whirlpool corporation,https://www.whirlpool.com,2,0,0,0,0,42,21,121,2150,0,17.76859504,1
whole foods market,https://it.pedia.org Whole_Foods_Market,2,1,0.3333333333,1,0.3333333333,15,27,0,0,1,0,1
willis towers watson,https://www.linkedin.com,2,1,0.3333333333,1,0.3333333333,14,22,108,543,1,5.027777778,0
wipro infotech,https://www.wipro.com,2,1,0.5,2,1,46,18,108,769,1,7.12037037,1
wipro technologies,https://careers.wipro.com,2,0,0,0,0,36,22,101,75,0,0.7425742574,1
wns global services,https://www.wns.com a...,2,0,0,0,0,42,22,0,0,0,0,1
wood,https://en.wikipedia.org,2,1,1,6,6,13,22,279,1225,1,4.390681004,0
world vision,https://www.worldvision.in,2,1,0.5,1,0.5,47,16,67,127,1,1.895522388,1
worleyparsons,https://en.wikipedia.org,2,0,0,1,1,21,21,279,1225,1,4.390681004,0
xerox,https://hi.wikipedia.org,2,0,0,0,0,20,22,734,1982,0,2.70027248,0
ymca,https://www.ymca.int,2,2,2,1,1,48,16,45,778,1,17.28888889,1
youtube,https://play.google.com,2,1,1,1,1,24,21,0,15280,1,0,0
zte,https://gadgets.ndtv.com,2,1,1,5,5,53,22,210,0,1,0,0
zurich insurance company ltd,https://www.zurich.com,2,0,0,0,0,25,25,199,2,0,0.01005025126,1
bloomberg lp,https://en.wikipedia.org,3,0,0,1,0.5,16,22,272,0,1,0,0
bmo financial group,https://ca.linkedin.com,3,1,0.3333333333,1,0.3333333333,16,21,108,543,1,5.027777778,0
bmw group,https://www.bmwgroup.jobs,3,1,0.5,1,0.5,12,18,45,102,1,2.266666667,1
bnp paribas,https://www.bnpparibas.co.in,3,1,0.5,1,0.5,42,19,44,410,1,9.318181818,1
bnp paribas fortis,https://en.wikipedia.org,3,1,0.3333333333,1,0.3333333333,17,22,278,1225,1,4.40647482,0
bny mellon,https://www.bnymellon.com,3,1,0.5,1,0.5,19,17,132,7,1,0.05303030303,
boehringer ingelheim,https://www.boehringer-ingelheim.com,3,0,0,1,0.5,16,17,124,0,1,0,
boeing,https://www.boeing.com,3,1,1,1,1,20,16,139,1170,1,8.417266187,
bombardier,https://en.wikipedia.org,3,1,1,4,4,18,21,278,1225,1,4.40647482,0
booz allen hamilton,https://www.linkedin.com,3,1,0.3333333333,1,0.3333333333,14,21,108,543,1,5.027777778,0
bosch,https://www.bosch-home.in,3,1,1,1,1,55,20,103,0,1,0,
boston scientific,https://en.wikipedia.org,3,1,0.5,1,0.5,14,20,278,1225,1,4.40647482,0
bp,https://www.linkedin.com,3,1,1,1,1,11,23,108,543,1,5.027777778,0
bradesco,https://play.google.com,3,1,1,0,0,40,19,0,15353,1,0,0
brf,https://en.wikipedia.org,3,1,1,1,1,20,23,278,1225,1,4.40647482,0
"bright futures, a college and career management company",https://www.linkedin.com,3,0,0,2,0.25,48,44,108,543,1,5.027777778,0
bristol-myers squibb,https://www.linkedin.com,3,0,0,1,0.5,15,22,108,543,1,5.027777778,0
british airways,https://www.britishairways.com,3,1,0.5,1,0.5,49,17,0,14,1,0,1
british american tobacco,https://tobaccotactics.org,3,1,0.3333333333,1,0.3333333333,20,22,56,0,1,0,1
british army,https://en.wikipedia.org,3,0,0,0,0,20,21,278,1225,0,4.40647482,0
bsnl,https://portal.bsnl.in,3,1,1,1,1,20,18,0,4,1,0,1
bt,https://www.linkedin.com,3,1,1,2,2,13,23,108,543,1,5.027777778,0
bureau veritas,https://en.wikipedia.org,3,1,0.5,1,0.5,14,21,278,1225,1,4.40647482,0
burger king corporation,https://en.wikipedia.org,3,0,0,0,0,13,21,278,1225,0,4.40647482,0
caixa economica federal,https://en.wikipedia.org,3,0,0,0,0,16,21,278,1225,0,4.40647482,0
capgemini,https://hi.wikipedia.org,3,0,0,0,0,22,21,734,1982,0,2.70027248,0
capital one,https://en.wikipedia.org,3,1,0.5,3,1.5,14,21,278,1225,1,4.40647482,0
cardinal health,https://www.linkedin.com,3,1,0.5,1,0.5,13,22,108,543,1,5.027777778,0
cargill,https://hi.wikipedia.org,3,0,0,1,1,27,23,0,1982,1,0,0
carrefour,https://www.carrefouruae.com,3,1,1,1,1,47,19,1,0,1,0,1
caterpillar inc.,https://www.caterpillar.com,3,0,0,0,0,42,17,121,0,0,0,1
cbre,https://www.linkedin.com,3,1,1,3,3,14,23,108,543,1,5.027777778,0
centers for disease control and prevention,https://www.linkedin.com,3,1,0.1666666667,0,0,15,35,108,543,1,5.027777778,0
century 21,https://www.c21.ca,3,1,0.5,1,0.5,21,16,99,1621,1,16.37373737,1
centurylink,https://www.linkedin.com,3,1,1,1,1,13,20,108,543,1,5.027777778,0
cerner corporation,https://en.wikipedia.org,3,0,0,1,0.5,12,21,278,1306,1,4.697841727,0
ceva logistics,https://en.wikipedia.org,3,1,0.5,1,0.5,17,22,278,1306,1,4.697841727,0
cgi,https://www.cgi.com,3,1,1,2,2,19,16,107,1054,1,9.85046729,1
ch2m hill,https://www.jacobs.com,3,0,0,1,0.5,50,22,43,864,1,20.09302326,1
charles schwab,https://en.wikipedia.org,3,0,0,1,0.5,17,22,278,1306,1,4.697841727,0
charter communications,https://corporate.charter.com,3,1,0.5,2,1,10,24,55,742,1,13.49090909,1
chase,https://en.wikipedia.org,3,1,1,2,2,22,22,278,1306,1,4.697841727,0
chevron,https://en.wikipedia.org,3,1,1,1,1,25,22,278,1306,1,4.697841727,0
chicago public schools,https://en.wikipedia.org,3,1,0.3333333333,1,0.3333333333,33,22,278,1306,1,4.697841727,0
chubb,https://www.linkedin.com,3,1,1,2,2,12,24,108,543,1,5.027777778,0
cibc,https://en.wikipedia.org,3,0,0,1,1,44,23,278,1306,1,4.697841727,0
cigna,https://www.cignahealthbenefits.com,3,1,1,3,3,17,30,47,710,1,15.10638298,1
cintas,https://www.linkedin.com,3,1,1,1,1,12,22,108,543,1,5.027777778,0
cis,https://en.wikipedia.org,3,0,0,4,4,45,23,278,1306,1,4.697841727,0
cisco,https://en.wikipedia.org,3,1,1,2,2,21,22,278,1306,1,4.697841727,0
citi,https://www.citi.com,3,1,1,1,1,58,16,4,31,1,7.75,1
citizens bank,https://www.citizenbank.bank,3,0,0,1,0.5,54,17,59,317,1,5.372881356,1
claro,https://www.claro.com.br,3,1,1,5,5,48,19,166,1655,1,9.969879518,1
cleveland clinic,https://en.wikipedia.org,3,1,0.5,1,0.5,14,21,278,1306,1,4.697841727,0
cnh industrial,https://www.linkedin.com,3,1,0.5,2,1,15,22,108,543,1,5.027777778,0
coca-cola femsa,https://en.wikipedia.org,3,1,0.5,2,1,17,22,278,1306,1,4.697841727,0
cognizant technology solutions,https://en.wikipedia.org,3,0,0,0,0,20,27,278,1306,0,4.697841727,0
coldwell banker,https://www.coldwellbanker.in,3,1,0.5,2,1,8,16,31,829,1,26.74193548,1
coldwell banker residential brokerage,https://www.coldwellbankerhomes.com,3,0,0,1,0.25,45,33,82,669,1,8.158536585,1
colegio,https://www.colegiobolivar.edu.co,3,1,1,1,1,19,26,0,6,1,0,1
colgate palmolive,https://www.colgatepalmolive.co.in,3,0,0,0,0,42,19,106,478,0,4.509433962,1
columbia university in the city of new york,https://en.wikipedia.org,3,0,0,1,0.125,22,36,278,1306,1,4.697841727,0
comcast,https://business.comcast.com,3,1,1,1,1,26,21,72,0,1,0,1
comcast cable,https://en.wikipedia.org wiki,3,0,0,0,0,11,28,0,0,0,0,0
commonwealth bank,http://www.combankltd.com,3,1,0.5,1,0.5,36,20,77,379,1,4.922077922,1
compass group,https://www.compass-group.co.in,3,1,0.5,1,0.5,16,19,71,13,1,0.1830985915,1
conocophillips,https://www.linkedin.com,3,1,1,1,1,13,22,108,543,1,5.027777778,0
continental,https://www.continental-tires.com,3,1,1,2,2,46,22,84,1297,1,15.44047619,1
convergys,https://www.linkedin.com,3,1,1,1,1,12,22,108,543,1,5.027777778,0
cornell university,https://en.wikipedia.org,3,1,0.5,3,1.5,14,21,278,1306,1,4.697841727,0
costco wholesale,https://www.linkedin.com,3,1,0.5,2,1,13,20,108,543,1,5.027777778,0
credit suisse,https://www.linkedin.com,3,1,0.5,2,1,13,22,108,543,1,5.027777778,0
csc,https://register.csc.gov.in,3,1,1,2,2,9,24,19,477,1,25.10526316,1
cummins inc.,https://en.wikipedia.org,3,0,0,0,0,11,21,278,1306,0,4.697841727,0
cushman & wakefield,https://en.wikipedia.org,3,1,0.3333333333,2,0.6666666667,14,20,278,1306,1,4.697841727,0
cvs health,https://en.wikipedia.org,3,1,0.5,2,1,16,21,278,1306,1,4.697841727,0
cvs pharmacy,https://en.wikipedia.org wiki,3,1,0.5,0,0,16,25,0,0,1,0,0
d&d social networks sourcing,https://www.myrhline.com,3,0,0,0,0,42,25,167,4522,0,27.07784431,1
daimler ag,https://www.daimler.com,3,0,0,1,0.5,29,16,353,788,1,2.232294618,1
danone,https://en.wikipedia.org,3,1,1,2,2,13,21,278,1306,1,4.697841727,0
danske bank,https://danskebank.dk f,3,1,0.5,0,0,13,14,0,0,1,0,1
davita,https://www.amarujala.com tags savita-bhabhi,3,0,0,0,0,20,39,0,0,0,0,1
db schenker,https://www.linkedin.com,3,1,0.5,2,1,14,20,108,543,1,5.027777778,0
decathlon france,https://www.decathlon.com,3,0,0,0,0,47,19,428,2694,0,6.294392523,1
dell,https://en.wikipedia.org,3,1,1,1,1,13,23,278,1306,1,4.697841727,0
dell emc,https://en.wikipedia.org,3,1,0.5,4,2,15,22,278,1306,1,4.697841727,0
deloitte,https://www2.deloitte.com,3,1,1,2,2,14,17,134,0,1,0,1
delphi,https://en.wikipedia.org,3,1,1,2,2,13,21,278,1306,1,4.697841727,0
delta air lines,https://www.linkedin.com,3,1,0.3333333333,1,0.3333333333,14,20,108,543,1,5.027777778,0
departament d'ensenyament - generalitat de catalunya,https://www.bioinformaticsbarcelona.eu,3,1,0.1666666667,1,0.1666666667,5,45,0,0,1,0,1
department of veterans affairs,https://www.dva.gov.au,3,0,0,0,0,4,27,108,816,0,7.555555556,1
desjardins,https://en.wikipedia.org,3,1,1,2,2,19,21,278,1306,1,4.697841727,0
deutsche bank,https://hi.wikipedia.org wiki ड्यूश_बैंक,3,0,0,0,0,22,35,0,0,0,0,0
dhl,https://mydhl.express.dhl,3,1,1,2,2,59,22,2,37,1,18.5,1
dhl supply chain - Buscar con,https://www.dhl.com,3,0,0,0,0,38,25,191,37,0,0.1937172775,1
diageo,https://en.wikipedia.org,3,1,1,2,2,13,21,278,1306,1,4.697841727,0
dimension data,https://en.wikipedia.org,3,1,0.5,1,0.5,14,19,278,1306,1,4.697841727,0
dollar general,https://www.facebook.com,3,1,0.5,2,1,20,23,0,74,1,0,0
duke energy corporation,https://www.linkedin.com,3,1,0.3333333333,0,0,14,23,108,543,1,5.027777778,0
dupont,https://en.wikipedia.org,3,1,1,6,6,14,22,278,1306,1,4.697841727,0
dxc technology,https://en.wikipedia.org,3,1,0.5,1,0.5,16,22,278,1306,1,4.697841727,0
eaton,https://en.wikipedia.org,3,1,1,1,1,25,21,278,1306,1,4.697841727,0
ebay,https://hi.wikipedia.org wiki,3,0,0,1,1,17,27,0,0,1,0,0
ecolab,https://www.linkedin.com,3,1,1,2,2,12,23,108,543,1,5.027777778,0
edf,https://www.edf-re.com,3,1,1,1,1,56,19,51,489,1,9.588235294,1
education nationale,https://men.public.lu,3,1,0.5,0,0,35,19,120,1532,1,12.76666667,1
edward jones - Αναζήτηση,https://www.facebook.com,3,0,0,0,0,17,24,0,74,0,0,0
electrolux,https://en.wikipedia.org,3,1,1,5,5,13,22,278,1306,1,4.697841727,0
eli lilly and company,https://en.wikipedia.org,3,1,0.25,1,0.25,15,23,278,1306,1,4.697841727,0
emerson,https://www.emerson.com,3,1,1,1,1,27,16,28,642,1,22.92857143,1
emerson automation solutions,https://www.emerson.com,3,0,0,0,0,19,24,28,642,0,22.92857143,1
emirates,https://en.wikipedia.org,3,1,1,2,2,23,21,278,1306,1,4.697841727,0
